word1,word2,sim
город,грязный,5
город,зеро,5
город,любимый,5
город,люди,5
город,пермь,5
город,будущего,4
город,грязь,4
город,древний,4
город,дым,4
город,ленинград,4
город,населенный пункт,4
город,огромный,4
город,светлый,4
город,курск,3
город,наш,3
город,невест,3
город,родина,3
город,солнца,3
город,старый,3
город,южный,3
проект,дома,53
проект,здания,28
проект,чертеж,20
проект,план,15
проект,века,10
проект,дипломный,10
проект,дом,10
проект,закона,10
проект,строительства,9
проект,плана,7
проект,прожект,7
проект,бумага,6
проект,города,6
проект,диплом,6
проект,новый,5
проект,объект,5
проект,хороший,5
проект,школы,5
проект,будущего,4
проект,будущее,4
проект,готов,4
проект,диплома,4
проект,документ,4
проект,завода,4
проект,здание,4
проект,инженер,4
проект,интересный,4
проект,моста,4
проект,плохой,4
проект,принят,4
проект,проспект,4
проект,решения,4
проект,удачный,4
проект,архитектурный,3
проект,город,3
проект,закон,3
проект,закончен,3
проект,приказа,3
проект,провалился,3
проект,сложный,3
проект,старый,3
проект,утвердить,3
слово,дело,35
слово,не воробей,27
слово,о полку игореве,22
слово,за слово,21
слово,предложение,15
слово,воробей,11
слово,речь,9
слово,веское,7
слово,и дело,7
слово,чести,7
слово,меткое,6
слово,олово,6
слово,сказано,6
слово,фраза,6
слово,в слово,5
слово,говорить,5
слово,доброе,5
слово,книга,5
слово,честное,5
слово,язык,5
слово,грубое,4
слово,сказать,4
слово,буква,3
слово,буквы,3
слово,верное,3
слово,вымолвить,3
слово,главное,3
слово,два,3
слово,длинное,3
слово,друга,3
слово,закон,3
слово,золотое,3
слово,колкое,3
слово,короткое,3
слово,ласковое,3
слово,лечит,3
слово,оружие,3
слово,острое,3
слово,отзовется,3
слово,плохое,3
слово,ранит,3
слово,родное,3
слово,русское,3
слово,учителя,3
рыба,жареная,35
рыба,кит,33
рыба,селедка,33
рыба,мясо,21
рыба,свежая,16
рыба,в воде,12
рыба,живая,12
рыба,карп,11
рыба,вода,10
рыба,соленая,10
рыба,большая,8
рыба,окунь,8
рыба,вкусная,7
рыба,плывет,7
рыба,река,7
рыба,красная,6
рыба,молчит,6
рыба,мороженая,6
рыба,морская,6
рыба,сельдь,6
рыба,тухлая,6
рыба,щука,6
рыба,глыба,5
рыба,карась,5
рыба,аквариум,4
рыба,домино,4
рыба,меч,4
рыба,немая,4
рыба,сырая,4
рыба,вобла,3
рыба,дохлая,3
рыба,животное,3
рыба,копченая,3
рыба,кошка,3
рыба,море,3
рыба,об лед,3
рыба,пила,3
рыба,рак,3
рыба,скользкая,3
рыба,треска,3
рыба,хек,3
рыба,царь,3
бизнес,дело,15
бизнес,деньги,14
бизнес,класс,6
бизнес,бизнесмен,4
бизнес,грязный,4
бизнес,честный,3
женщина,мужчина,71
женщина,красивая,66
женщина,мать,36
женщина,в белом,19
женщина,молодая,11
женщина,красота,10
женщина,милая,10
женщина,умная,8
женщина,добрая,7
женщина,жена,6
женщина,любимая,6
женщина,привлекательная,6
женщина,деловая,5
женщина,и мужчина,5
женщина,интересная,5
женщина,любовь,5
женщина,пожилая,5
женщина,с ребенком,5
женщина,девушка,4
женщина,которая поет,4
женщина,мудрая,4
женщина,обаятельная,4
женщина,человек,4
женщина,элегантная,4
женщина,врач,3
женщина,загадка,3
женщина,мама,3
женщина,полная,3
женщина,прекрасна,3
женщина,прекрасная,3
женщина,приятная,3
женщина,ребенок,3
женщина,симпатичная,3
история,любви,46
история,кпсс,44
история,ссср,42
история,болезни,26
история,жизни,18
история,рассказ,14
история,партии,13
история,страны,13
история,учебник,13
история,наука,11
история,государства,9
история,география,8
история,длинная,8
история,страшная,8
история,города,7
история,россии,7
история,одного города,6
история,руси,6
история,с географией,6
история,грустная,5
история,интересная,5
история,предмет,5
история,веселая,4
история,древняя,4
история,интерес,4
история,наша,4
история,отечества,4
история,повторяется,4
история,прошлое,4
история,сказка,4
история,школа,4
история,жизнь,3
история,народа,3
история,средних веков,3
история,сталин,3
история,урок,3
история,учитель,3
президент,ельцин,17
президент,страны,9
президент,сша,8
президент,россии,6
президент,республики,4
власть,советов,19
власть,советам,9
власть,деньги,3
власть,народу,3
власть,сила,3
песня,веселая,33
песня,музыка,22
песня,хорошая,21
песня,льется,16
песня,звонкая,15
песня,любимая,13
песня,стих,10
песня,стихи,10
песня,петь,9
песня,громкая,8
песня,о любви,8
песня,танец,8
песня,89,7
песня,народная,7
песня,о родине,7
песня,88,6
песня,длинная,6
песня,задушевная,6
песня,без слов,5
песня,душевная,5
песня,красивая,5
песня,любви,5
песня,мелодия,5
песня,голос,4
песня,звучит,4
песня,лебединая,4
песня,лейся,4
песня,ноты,4
песня,о соколе,4
песня,поется,4
песня,слово,4
песня,близкая,3
песня,гитара,3
песня,грустная,3
песня,дружба,3
песня,души,3
песня,задорная,3
песня,летит,3
песня,лирическая,3
песня,моя,3
песня,популярная,3
песня,радость,3
песня,русская,3
песня,спета,3
песня,спеть,3
песня,старая,3
песня,шлягер,3
выбор,профессии,53
выбор,сделан,53
выбор,цели,36
выбор,пути,15
выбор,профессия,12
выбор,сделать,10
выбор,путь,8
выбор,правильный,7
выбор,решение,7
выбор,цель,6
выбор,большой,5
выбор,места,5
выбор,нет,5
выбор,широкий,5
выбор,бондарев,4
выбор,депутат,4
выбор,депутата,4
выбор,забор,4
выбор,пал,4
выбор,делать,3
выбор,жизни,3
выбор,книга,3
выбор,на всю жизнь,3
выбор,один,3
выбор,решения,3
выбор,трудный,3
рука,нога,78
рука,друга,38
рука,правая,18
рука,сильная,16
рука,об руку,14
рука,владыка,11
рука,длинная,10
рука,руку моет,9
рука,левая,8
рука,твердая,8
рука,моя,7
рука,товарища,7
рука,человека,7
рука,болит,6
рука,верная,6
рука,волосатая,6
рука,кисть,6
рука,перчатка,5
рука,теплая,5
рука,тяжелая,5
рука,человек,5
рука,белая,4
рука,большая,4
рука,дружбы,4
рука,дружеская,4
рука,помощи,4
рука,твоя,4
рука,тело,4
рука,загребущая,3
рука,кольцо,3
рука,конечность,3
рука,матери,3
рука,орган,3
рука,пальцы,3
рука,помощь,3
рука,ручка,3
рука,судьбы,3
книга,интересная,12
книга,знание,5
книга,толстая,5
книга,хорошая,4
книга,жалоб,3
книга,источник знаний,3
книга,любимая,3
книга,читать,3
рубль,деньги,65
рубль,железный,48
рубль,деревянный,42
рубль,копейка,35
рубль,бумажный,26
рубль,длинный,19
рубль,доллар,19
рубль,конвертируемый,15
рубль,мало,14
рубль,один,14
рубль,рваный,11
рубль,кошелек,10
рубль,два,9
рубль,золотой,9
рубль,юбилейный,9
рубль,мелочь,8
рубль,неконвертируемый,8
рубль,бумажка,6
рубль,не деньги,6
рубль,бумага,5
рубль,в кармане,5
рубль,валюта,5
рубль,денег,5
рубль,мелочью,5
рубль,неразменный,4
рубль,отдать,4
рубль,последний,4
рубль,сдачи,4
рубль,серебряный,4
рубль,советский,4
рубль,стипендия,4
рубль,десять,3
рубль,дешевый,3
рубль,круглый,3
рубль,металлический,3
рубль,новый,3
закон,суров,5
закон,божий,4
закон,есть закон,3
закон,строгий,3
закон,суровый,3
вечер,теплый,67
вечер,тихий,49
вечер,утро,31
вечер,поздний,21
вечер,ночь,18
вечер,встречи,17
вечер,темный,17
вечер,отдыха,15
вечер,летний,13
вечер,темно,13
вечер,добрый,9
вечер,прекрасный,9
вечер,день,8
вечер,приятный,8
вечер,звезды,6
вечер,зимний,6
вечер,сумерки,6
вечер,встреч,5
вечер,луна,5
вечер,темнота,5
вечер,лето,4
вечер,поэзии,4
вечер,в гаграх,3
вечер,закат,3
вечер,отдых,3
вечер,смеха,3
вечер,удачный,3
вечер,черный,3
утро,раннее,97
утро,туманное,72
утро,вечер,46
утро,хмурое,24
утро,солнце,14
утро,весеннее,12
утро,ясное,12
утро,свежее,11
утро,рассвет,10
утро,солнечное,10
утро,холодное,8
утро,доброе,7
утро,заря,7
утро,ночь,7
утро,светлое,7
утро,день,6
утро,прекрасное,6
утро,роса,6
утро,рано,5
утро,туман,5
утро,в лесу,4
утро,вечера мудренее,4
утро,восход,3
утро,вставать,3
утро,морозное,3
утро,надежды,3
утро,настало,3
утро,радость,3
утро,свежесть,3
утро,сон,3
утро,спать,3
утро,стрелецкой казни,3
утро,хорошее,3
мужчина,женщина,88
мужчина,сильный,43
мужчина,высокий,27
мужчина,красивый,16
мужчина,и женщина,13
мужчина,сила,12
мужчина,средних лет,12
мужчина,красавец,10
мужчина,настоящий,9
мужчина,человек,9
мужчина,в возрасте,8
мужчина,молодой,7
мужчина,пожилой,7
мужчина,любимый,6
мужчина,мужик,6
мужчина,умный,6
мужчина,друг,5
мужчина,он,5
мужчина,в шляпе,4
мужчина,интересный,4
мужчина,самец,4
мужчина,старый,4
мужчина,костюм,3
мужчина,любовь,3
мужчина,мой,3
мужчина,обаятельный,3
мужчина,отец,3
мужчина,симпатичный,3
мужчина,хозяин,3
мужчина,хороший,3
мужчина,элегантный,3
ночь,темная,133
ночь,день,63
ночь,темна,30
ночь,темно,25
ночь,звездная,19
ночь,звезды,17
ночь,темнота,14
ночь,тихая,12
ночь,коротка,10
ночь,белая,9
ночь,длинная,9
ночь,луна,9
ночь,лунная,9
ночь,дочь,8
ночь,перед рождеством,8
ночь,пришла,7
ночь,теплая,7
ночь,прочь,6
ночь,сон,6
ночь,утро,6
ночь,глухая,5
ночь,тиха,5
ночь,долгая,4
ночь,звезда,4
ночь,и день,4
ночь,короткая,4
ночь,любви,4
ночь,на дворе,4
ночь,нежна,4
ночь,спать,4
ночь,постель,3
ночь,прошла,3
ночь,рождество,3
ночь,светлая,3
ночь,темень,3
ночь,тишина,3
ночь,точь-в-точь,3
ночь,холодная,3
ночь,черный,3
семья,большая,82
семья,дружная,63
семья,дети,37
семья,дом,27
семья,моя,27
семья,и школа,23
семья,школа,17
семья,мама,14
семья,крепкая,12
семья,счастливая,11
семья,любовь,10
семья,распалась,10
семья,ячейка,10
семья,муж,8
семья,очаг,7
семья,родная,7
семья,дружба,6
семья,многодетная,6
семья,ячейка общества,6
семья,брак,5
семья,наша,5
семья,хорошая,5
семья,люди,4
семья,ребенок,4
семья,родители,4
семья,семь я,4
семья,тепло,4
семья,квартира,3
семья,маленькая,3
семья,молодая,3
семья,общество,3
семья,родня,3
событие,важное,56
событие,века,20
событие,в жизни,19
событие,большое,18
событие,происшествие,17
событие,недели,15
событие,великое,12
событие,чрезвычайное,12
событие,дня,10
событие,произошло,9
событие,радостное,9
событие,в мире,8
событие,года,7
событие,известие,7
событие,праздник,7
событие,факт,7
событие,дата,6
событие,знаменательное,6
событие,невероятное,6
событие,радость,6
событие,газета,5
событие,неожиданное,5
событие,хорошее,5
событие,выдающееся,4
событие,грандиозное,4
событие,жизни,4
событие,жизнь,4
событие,интересное,4
событие,историческое,4
событие,величайшее,3
событие,встреча,3
событие,вчерашнее,3
событие,главное,3
событие,новый год,3
событие,огромное,3
событие,памятное,3
событие,потрясающее,3
событие,свадьба,3
событие,случай,3
событие,случайное,3
событие,ужасное,3
результат,хороший,22
результат,итог,20
результат,налицо,20
результат,отличный,19
результат,положительный,16
результат,конец,13
результат,работы,12
результат,конечный,11
результат,ответ,11
результат,плачевный,9
результат,труда,9
результат,анализа,8
результат,плохой,8
результат,оценка,7
результат,действие,6
результат,эксперимента,6
результат,встречи,5
результат,вывод,5
результат,исследования,5
результат,опроса,5
результат,решение,5
результат,действия,4
результат,исследований,4
результат,обнадеживающий,4
результат,отрицательный,4
результат,правильный,4
результат,работа,4
результат,успех,4
результат,эксперимент,4
результат,бег,3
результат,высокий,3
результат,дела,3
результат,дело,3
результат,задачи,3
результат,игры,3
результат,неожиданный,3
результат,нужный,3
результат,нулевой,3
результат,получен,3
результат,получился,3
результат,продукт,3
результат,соревнования,3
народ,толпа,16
народ,безмолвствует,6
народ,и партия,5
народ,русский,5
народ,великий,4
народ,глупый,3
конец,фильма,77
конец,света,76
конец,начало,58
конец,всему,43
конец,дня,13
конец,жизни,9
конец,фильм,9
конец,все,8
конец,длинный,7
конец,пришел,7
конец,смерть,6
конец,счастливый,6
конец,венец,5
конец,дела,5
конец,пути,5
конец,века,4
конец,делу венец,4
конец,занятий,4
конец,игры,4
конец,истории,4
конец,кино,4
конец,урока,4
конец,быстрый,3
конец,веревка,3
конец,всего,3
конец,книги,3
конец,настал,3
конец,недели,3
конец,печальный,3
конец,повести,3
конец,романа,3
конец,связи,3
конец,скорый,3
месяц,май,138
месяц,год,33
месяц,медовый,28
месяц,ясный,25
месяц,луна,23
месяц,январь,13
месяц,день,11
месяц,июль,10
месяц,апрель,9
месяц,светит,9
месяц,март,8
месяц,летний,7
месяц,в деревне,6
месяц,на небе,6
месяц,небо,6
месяц,года,5
месяц,мой,5
месяц,ночь,5
месяц,полный,5
месяц,февраль,5
месяц,август,4
месяц,время,4
месяц,длинный,4
месяц,звезды,4
месяц,молодой,4
месяц,назад,4
месяц,декабрь,3
месяц,долгий,3
месяц,неделя,3
месяц,прошел,3
месяц,сентябрь,3
месяц,серебристый,3
месяц,теплый,3
месяц,число,3
месяц,яркий,3
девушка,красивая,120
девушка,юноша,22
девушка,женщина,20
девушка,молодая,18
девушка,красавица,17
девушка,красота,17
девушка,милая,17
девушка,парень,15
девушка,стройная,15
девушка,симпатичная,13
девушка,любимая,12
девушка,скромная,10
девушка,моей мечты,7
девушка,хорошая,7
девушка,юная,7
девушка,молодость,6
девушка,моя,6
девушка,высокая,5
девушка,любовь,5
девушка,мечты,5
девушка,привлекательная,5
девушка,в белом,4
девушка,с косой,4
девушка,чувиха,4
девушка,веселая,3
девушка,волосы,3
девушка,дедушка,3
девушка,дура,3
девушка,коса,3
девушка,нежная,3
девушка,очаровательная,3
девушка,платье,3
девушка,прелесть,3
девушка,приятная,3
девушка,студентка,3
девушка,цветок,3
девушка,честная,3
девушка,я,3
журнал,мод,51
журнал,газета,50
журнал,интересный,37
журнал,огонек,31
журнал,юность,16
журнал,книга,15
журнал,толстый,15
журнал,здоровье,12
журнал,красочный,7
журнал,бурда,6
журнал,классный,5
журнал,мурзилка,5
журнал,новый,5
журнал,новый мир,5
журнал,смена,5
журнал,читать,5
журнал,знамя,4
журнал,информация,4
журнал,любимый,4
журнал,мода,4
журнал,нева,4
журнал,картинки,3
журнал,крестьянка,3
журнал,крокодил,3
журнал,молодежный,3
журнал,научный,3
журнал,плейбой,3
журнал,популярный,3
журнал,работница,3
журнал,редакция,3
журнал,ровесник,3
журнал,статья,3
журнал,учета,3
магазин,пустой,44
магазин,закрыт,32
магазин,продукты,23
магазин,продовольственный,22
магазин,очередь,21
магазин,продуктовый,13
магазин,большой,10
магазин,пусто,8
магазин,винный,7
магазин,гастроном,7
магазин,открыт,7
магазин,покупки,7
магазин,товар,7
магазин,универмаг,7
магазин,хлеб,7
магазин,лавка,6
магазин,продавец,6
магазин,вино,5
магазин,колбаса,5
магазин,покупать,5
магазин,березка,4
магазин,дом,4
магазин,игрушек,4
магазин,мод,4
магазин,овощи,4
магазин,овощной,4
магазин,промтоварный,4
магазин,пустота,4
магазин,рыба,4
магазин,рядом,4
магазин,хозяйственный,4
магазин,богатый,3
магазин,витрина,3
магазин,галантерея,3
магазин,за углом,3
магазин,киоск,3
магазин,книжный,3
магазин,купить,3
магазин,напротив,3
магазин,пища,3
магазин,прилавок,3
магазин,продуктов,3
магазин,пустые прилавки,3
магазин,работает,3
магазин,спорт,3
магазин,универсальный,3
магазин,хлебный,3
путь,дорога,110
путь,долгий,66
путь,домой,40
путь,длинный,36
путь,далекий,32
путь,дальний,20
путь,светлый,13
путь,в никуда,11
путь,млечный,11
путь,трудный,11
путь,к звездам,8
путь,дом,7
путь,далеко,6
путь,к коммунизму,6
путь,короткий,6
путь,тернистый,6
путь,вперед,5
путь,жизнь,5
путь,рельсы,5
путь,далек,4
путь,жизни,4
путь,к счастью,4
путь,пройден,4
путь,тяжелый,4
путь,в жизнь,3
путь,верный,3
путь,жуть,3
путь,идти,3
путь,к знаниям,3
путь,наверх,3
путь,назад,3
путь,поезд,3
земля,круглая,82
земля,небо,46
земля,планета,42
земля,родная,31
земля,обетованная,21
земля,черная,20
земля,вода,17
земля,шар,16
земля,вселенная,15
земля,моя,13
земля,людей,10
земля,наша,10
земля,большая,9
земля,луна,9
земля,вертится,8
земля,воздух,8
земля,сырая,8
земля,и люди,7
земля,теплая,7
земля,трава,7
земля,космос,6
земля,мать,6
земля,поле,6
земля,почва,6
земля,в иллюминаторе,5
земля,глобус,5
земля,плодородная,5
земля,санникова,5
земля,кормилица,4
земля,маленькая,4
земля,море,4
земля,отцов,4
земля,родина,4
земля,рыхлая,4
земля,хлеб,4
земля,грязь,3
земля,дом,3
земля,и небо,3
земля,люди,3
земля,мокрая,3
земля,огород,3
земля,огромная,3
земля,прекрасная,3
земля,русская,3
земля,суша,3
земля,урожай,3
земля,цветы,3
праздник,веселый,59
праздник,новый год,38
праздник,веселье,28
праздник,1 мая,24
праздник,детства,21
праздник,души,21
праздник,радость,18
праздник,каждый день,16
праздник,весны,11
праздник,весело,10
праздник,октября,10
праздник,демонстрация,9
праздник,большой,8
праздник,8 марта,7
праздник,будни,7
праздник,жизни,7
праздник,радостный,7
праздник,счастье,7
праздник,день рождения,6
праздник,новогодний,6
праздник,7 ноября,5
праздник,всенародный,5
праздник,выходной,5
праздник,май,5
праздник,первое мая,5
праздник,пьянка,5
праздник,удался,5
праздник,яркий,5
праздник,9 мая,4
праздник,весенний,4
праздник,день,4
праздник,отдых,4
праздник,победы,4
праздник,торжество,4
праздник,вечер,3
праздник,грустный,3
праздник,каникулы,3
праздник,красный,3
праздник,любимый,3
праздник,на улице,3
праздник,настроение,3
праздник,наступил,3
праздник,наш,3
праздник,нептуна,3
праздник,общий,3
праздник,первомай,3
праздник,скоро,3
праздник,скучный,3
праздник,снегопада,3
праздник,труда,3
праздник,урожая,3
праздник,флаги,3
праздник,цветы,3
праздник,шумный,3
глаз,алмаз,58
глаз,голубой,23
глаз,зеленый,17
глаз,око,17
глаз,зоркий,16
глаз,острый,15
глаз,карий,12
глаз,очки,12
глаз,нос,11
глаз,синий,10
глаз,красивый,9
глаз,да глаз,8
глаз,зрение,8
глаз,меткий,8
глаз,большой,7
глаз,орлиный,6
глаз,ухо,6
глаз,черный,6
глаз,больной,5
глаз,верный,5
глаз,взгляд,5
глаз,видеть,5
глаз,за глаз,5
глаз,зрачок,5
глаз,выколоть,4
глаз,долой,4
глаз,наметанный,4
глаз,орла,4
глаз,стеклянный,4
глаз,человека,4
глаз,яблоко,4
глаз,бровь,3
глаз,веко,3
глаз,выбит,3
глаз,глас,3
глаз,красота,3
глаз,очи,3
глаз,слепой,3
глаз,смотреть,3
глаз,смотрит,3
успех,большой,40
успех,огромный,28
успех,удача,24
успех,радость,21
успех,обеспечен,17
успех,дела,14
успех,победа,14
успех,пришел,13
успех,полный,12
успех,неудача,11
успех,цветы,11
успех,счастье,9
успех,в делах,8
успех,в деле,8
успех,иметь,7
успех,слава,7
успех,в работе,6
успех,колоссальный,6
успех,поражение,6
успех,блестящий,5
успех,потрясающий,5
успех,придет,5
успех,бешеный,4
успех,в обществе,4
успех,грандиозный,4
успех,ошеломляющий,4
успех,у женщин,4
успех,шумный,4
успех,аплодисменты,3
успех,в любви,3
успех,громкий,3
успех,дело,3
успех,долгожданный,3
успех,друга,3
успех,закономерен,3
успех,легкий,3
успех,на сцене,3
успех,неожиданный,3
успех,первый,3
успех,провал,3
успех,случайный,3
успех,театр,3
сердце,бьется,41
сердце,горячее,37
сердце,доброе,31
сердце,болит,28
сердце,человека,27
сердце,любовь,24
сердце,золотое,22
сердце,больное,21
сердце,мое,15
сердце,орган,14
сердце,душа,12
сердце,кровь,11
сердце,не камень,11
сердце,каменное,10
сердце,бонивура,9
сердце,матери,8
сердце,стучит,7
сердце,красавицы,6
сердце,печень,6
сердце,боль,5
сердце,большое,5
сердце,камень,5
сердце,красное,5
сердце,мотор,5
сердце,собачье,5
сердце,человек,5
сердце,биение,4
сердце,здоровое,4
сердце,здоровье,4
сердце,легкие,4
сердце,любящее,4
сердце,разбитое,4
сердце,холодное,4
сердце,аорта,3
сердце,героя,3
сердце,данко,3
сердце,друга,3
сердце,жизнь,3
сердце,инфаркт,3
сердце,ноет,3
сердце,организм,3
сердце,остановилось,3
сердце,покой,3
сердце,почки,3
сердце,пульс,3
сердце,сердце,3
сердце,стрела,3
сердце,хирург,3
партия,кпсс,20
партия,коммунистов,7
партия,коммунист,5
партия,ленин,5
партия,зеленых,4
партия,левых,4
партия,ленина,4
партия,народ,4
партия,народная,4
партия,политика,4
партия,хартия,4
партия,в шахматы,3
партия,жириновского,3
партия,коммунистическая,3
партия,наша,3
партия,политическая,3
партия,товара,3
минута,молчания,117
минута,час,37
минута,секунда,36
минута,время,25
минута,отдыха,22
минута,на размышление,14
минута,счастья,14
минута,часы,13
минута,времени,12
минута,мало,9
минута,дорога,8
минута,прошла,8
минута,долгая,7
минута,жизни,6
минута,одна,6
минута,быстро,5
минута,год,5
минута,мгновение,5
минута,осталась,5
минута,покоя,5
минута,последняя,5
минута,две,4
минута,деньги,4
минута,длинная,4
минута,жизнь,4
минута,миг,4
минута,отчаяния,4
минута,другая,3
минута,есть,3
минута,молчание,3
минута,ожидания,3
минута,свободная,3
война,мир,92
война,миров,51
война,и мир,41
война,смерть,28
война,отечественная,18
война,страшная,17
война,ужас,14
война,мировая,13
война,жестокая,12
война,горе,9
война,народная,9
война,кровь,7
война,страх,7
война,атомная,6
война,гражданская,6
война,разрушительная,6
война,взрыв,5
война,дым,5
война,народов,5
война,священная,5
война,справедливая,5
война,страшно,5
война,ужасная,5
война,битва,4
война,была,4
война,великая,4
война,гибель,4
война,идей,4
война,идет,4
война,кончилась,4
война,кровавая,4
война,не нужна,4
война,плохо,4
война,ядерная,4
война,афганистан,3
война,беда,3
война,вов,3
война,началась,3
война,необъявленная,3
война,огонь,3
война,прошла,3
война,холодная,3
организация,объединенных наций,9
организация,оон,7
организация,общество,5
организация,контора,4
организация,труда,4
организация,подпольная,3
организация,предприятие,3
организация,фирма,3
телефон,звонит,53
телефон,автомат,32
телефон,доверия,15
телефон,домашний,15
телефон,красный,15
телефон,звонить,14
телефон,разговор,13
телефон,звонок,11
телефон,номер,11
телефон,друга,10
телефон,зазвонил,10
телефон,мой,10
телефон,молчит,10
телефон,телеграф,10
телефон,занят,8
телефон,аппарат,7
телефон,не работает,7
телефон,рабочий,6
телефон,служебный,6
телефон,его,5
телефон,междугородный,5
телефон,таксофон,5
телефон,трубка,5
телефон,дом,4
телефон,звенит,4
телефон,зеленый,4
телефон,знакомый,4
телефон,нет,4
телефон,отключен,4
телефон,черный,4
телефон,03,3
телефон,говорить,3
телефон,квартира,3
